0.6500 0.3750 0.6217
0.6333 0.4583 0.7883
0.6500 0.4583 0.7050
0.6333 0.3750 0.7050
0.6500 0.3750 0.7883
0.6333 0.4583 0.9550
0.6500 0.4583 0.8717
0.6333 0.3750 0.8717
0.6500 0.3750 0.9550
0.6333 0.6250 0.1217
0.6500 0.6250 0.0383
0.6333 0.5417 0.0383
0.6500 0.5417 0.1217
0.6333 0.6250 0.2883
0.6500 0.6250 0.2050
0.6333 0.5417 0.2050
0.6500 0.5417 0.2883
0.6333 0.6250 0.4550
0.6500 0.6250 0.3717
0.6333 0.5417 0.3717
0.6500 0.5417 0.4550
0.6333 0.6250 0.6217
0.6500 0.6250 0.5383
0.6333 0.5417 0.5383
0.6500 0.5417 0.6217
0.6333 0.6250 0.7883
0.6500 0.6250 0.7050
0.6333 0.5417 0.7050
0.6500 0.5417 0.7883
0.6333 0.6250 0.9550
0.6500 0.6250 0.8717
0.6333 0.5417 0.8717
0.6500 0.5417 0.9550
0.6333 0.7917 0.1217
0.6500 0.7917 0.0383
0.6333 0.7083 0.0383
0.6500 0.7083 0.1217
0.6333 0.7917 0.2883
0.6500 0.7917 0.2050
0.6333 0.7083 0.2050
0.6500 0.7083 0.2883
0.6333 0.7917 0.4550
0.6500 0.7917 0.3717
0.6333 0.7083 0.3717
0.6500 0.7083 0.4550
0.6333 0.7917 0.6217
0.6500 0.7917 0.5383
0.6333 0.7083 0.5383
0.6500 0.7083 0.6217
0.6333 0.7917 0.7883
0.6500 0.7917 0.7050
0.6333 0.7083 0.7050
0.6500 0.7083 0.7883
0.6333 0.7917 0.9550
0.6500 0.7917 0.8717
0.6333 0.7083 0.8717
0.6500 0.7083 0.9550
0.6333 0.9583 0.1217
0.6500 0.9583 0.0383
0.6333 0.8750 0.0383
0.6500 0.8750 0.1217
0.6333 0.9583 0.2883
0.6500 0.9583 0.2050
0.6333 0.8750 0.2050
0.6500 0.8750 0.2883
0.6333 0.9583 0.4550
0.6500 0.9583 0.3717
0.6333 0.8750 0.3717
0.6500 0.8750 0.4550
0.6333 0.9583 0.6217
0.6500 0.9583 0.5383
0.6333 0.8750 0.5383
0.6500 0.8750 0.6217
0.6333 0.9583 0.7883
0.6500 0.9583 0.7050
0.6333 0.8750 0.7050
0.6500 0.8750 0.7883
0.6333 0.9583 0.9550
0.6500 0.9583 0.8717
0.6333 0.8750 0.8717
0.6500 0.8750 0.9550
0.6667 0.1250 0.1217
0.6833 0.1250 0.0383
0.6667 0.0417 0.0383
0.6833 0.0417 0.1217
0.6667 0.1250 0.2883
0.6833 0.1250 0.2050
0.6667 0.0417 0.2050
0.6833 0.0417 0.2883
0.6667 0.1250 0.4550
0.6833 0.1250 0.3717
0.6667 0.0417 0.3717
0.6833 0.0417 0.4550
0.6667 0.1250 0.6217
0.6833 0.1250 0.5383
0.6667 0.0417 0.5383
0.6833 0.0417 0.6217
0.6667 0.1250 0.7883
0.6833 0.1250 0.7050
0.6667 0.0417 0.7050
0.6833 0.0417 0.7883
0.6667 0.1250 0.9550
0.6833 0.1250 0.8717
0.6667 0.0417 0.8717
0.6833 0.0417 0.9550
0.6667 0.2917 0.1217
0.6833 0.2917 0.0383
0.6667 0.2083 0.0383
0.6833 0.2083 0.1217
0.6667 0.2917 0.2883
0.6833 0.2917 0.2050
0.6667 0.2083 0.2050
0.6833 0.2083 0.2883
0.6667 0.2917 0.4550
0.6833 0.2917 0.3717
0.6667 0.2083 0.3717
0.6833 0.2083 0.4550
0.6667 0.2917 0.6217
0.6833 0.2917 0.5383
0.6667 0.2083 0.5383
0.6833 0.2083 0.6217
0.6667 0.2917 0.7883
0.6833 0.2917 0.7050
0.6667 0.2083 0.7050
0.6833 0.2083 0.7883
0.6667 0.2917 0.9550
0.6833 0.2917 0.8717
0.6667 0.2083 0.8717
0.6833 0.2083 0.9550
0.6667 0.4583 0.1217
0.6833 0.4583 0.0383
0.6667 0.3750 0.0383
0.6833 0.3750 0.1217
0.6667 0.4583 0.2883
0.6833 0.4583 0.2050
0.6667 0.3750 0.2050
0.6833 0.3750 0.2883
0.6667 0.4583 0.4550
0.6833 0.4583 0.3717
0.6667 0.3750 0.3717
0.6833 0.3750 0.4550
0.6667 0.4583 0.6217
0.6833 0.4583 0.5383
0.6667 0.3750 0.5383
0.6833 0.3750 0.6217
0.6667 0.4583 0.7883
0.6833 0.4583 0.7050
0.6667 0.3750 0.7050
0.6833 0.3750 0.7883
0.6667 0.4583 0.9550
0.6833 0.4583 0.8717
0.6667 0.3750 0.8717
0.6833 0.3750 0.9550
0.6667 0.6250 0.1217
0.6833 0.6250 0.0383
0.6667 0.5417 0.0383
0.6833 0.5417 0.1217
0.6667 0.6250 0.2883
0.6833 0.6250 0.2050
0.6667 0.5417 0.2050
0.6833 0.5417 0.2883
0.6667 0.6250 0.4550
0.6833 0.6250 0.3717
0.6667 0.5417 0.3717
0.6833 0.5417 0.4550
0.6667 0.6250 0.6217
0.6833 0.6250 0.5383
0.6667 0.5417 0.5383
0.6833 0.5417 0.6217
0.6667 0.6250 0.7883
0.6833 0.6250 0.7050
0.6667 0.5417 0.7050
0.6833 0.5417 0.7883
0.6667 0.6250 0.9550
0.6833 0.6250 0.8717
0.6667 0.5417 0.8717
0.6833 0.5417 0.9550
0.6667 0.7917 0.1217
0.6833 0.7917 0.0383
0.6667 0.7083 0.0383
0.6833 0.7083 0.1217
0.6667 0.7917 0.2883
0.6833 0.7917 0.2050
0.6667 0.7083 0.2050
0.6833 0.7083 0.2883
0.6667 0.7917 0.4550
0.6833 0.7917 0.3717
0.6667 0.7083 0.3717
0.6833 0.7083 0.4550
0.6667 0.7917 0.6217
0.6833 0.7917 0.5383
0.6667 0.7083 0.5383
0.6833 0.7083 0.6217
0.6667 0.7917 0.7883
0.6833 0.7917 0.7050
0.6667 0.7083 0.7050
0.6833 0.7083 0.7883
0.6667 0.7917 0.9550
0.6833 0.7917 0.8717
0.6667 0.7083 0.8717
0.6833 0.7083 0.9550
0.6667 0.9583 0.1217
0.6833 0.9583 0.0383
0.6667 0.8750 0.0383
0.6833 0.8750 0.1217
0.6667 0.9583 0.2883
0.6833 0.9583 0.2050
0.6667 0.8750 0.2050
0.6833 0.8750 0.2883
0.6667 0.9583 0.4550
0.6833 0.9583 0.3717
0.6667 0.8750 0.3717
0.6833 0.8750 0.4550
0.6667 0.9583 0.6217
0.6833 0.9583 0.5383
0.6667 0.8750 0.5383
0.6833 0.8750 0.6217
0.6667 0.9583 0.7883
0.6833 0.9583 0.7050
0.6667 0.8750 0.7050
0.6833 0.8750 0.7883
0.6667 0.9583 0.9550
0.6833 0.9583 0.8717
0.6667 0.8750 0.8717
0.6833 0.8750 0.9550
0.7000 0.1250 0.1217
0.7167 0.1250 0.0383
0.7000 0.0417 0.0383
0.7167 0.0417 0.1217
0.7000 0.1250 0.2883
0.7167 0.1250 0.2050
0.7000 0.0417 0.2050
0.7167 0.0417 0.2883
0.7000 0.1250 0.4550
0.7167 0.1250 0.3717
0.7000 0.0417 0.3717
0.7167 0.0417 0.4550
0.7000 0.1250 0.6217
0.7167 0.1250 0.5383
0.7000 0.0417 0.5383
0.7167 0.0417 0.6217
0.7000 0.1250 0.7883
0.7167 0.1250 0.7050
0.7000 0.0417 0.7050
0.7167 0.0417 0.7883
0.7000 0.1250 0.9550
0.7167 0.1250 0.8717
0.7000 0.0417 0.8717
0.7167 0.0417 0.9550
0.7000 0.2917 0.1217
0.7167 0.2917 0.0383
0.7000 0.2083 0.0383
0.7167 0.2083 0.1217
0.7000 0.2917 0.2883
0.7167 0.2917 0.2050
0.7000 0.2083 0.2050
0.7167 0.2083 0.2883
0.7000 0.2917 0.4550
0.7167 0.2917 0.3717
0.7000 0.2083 0.3717
0.7167 0.2083 0.4550
0.7000 0.2917 0.6217
0.7167 0.2917 0.5383
0.7000 0.2083 0.5383
0.7167 0.2083 0.6217
0.7000 0.2917 0.7883
0.7167 0.2917 0.7050
0.7000 0.2083 0.7050
0.7167 0.2083 0.7883
0.7000 0.2917 0.9550
0.7167 0.2917 0.8717
0.7000 0.2083 0.8717
0.7167 0.2083 0.9550
0.7000 0.4583 0.1217
0.7167 0.4583 0.0383
0.7000 0.3750 0.0383
0.7167 0.3750 0.1217
0.7000 0.4583 0.2883
0.7167 0.4583 0.2050
0.7000 0.3750 0.2050
0.7167 0.3750 0.2883
0.7000 0.4583 0.4550
0.7167 0.4583 0.3717
0.7000 0.3750 0.3717
0.7167 0.3750 0.4550
0.7000 0.4583 0.6217
0.7167 0.4583 0.5383
0.7000 0.3750 0.5383
0.7167 0.3750 0.6217
0.7000 0.4583 0.7883
0.7167 0.4583 0.7050
0.7000 0.3750 0.7050
0.7167 0.3750 0.7883
0.7000 0.4583 0.9550
0.7167 0.4583 0.8717
0.7000 0.3750 0.8717
0.7167 0.3750 0.9550
0.7000 0.6250 0.1217
0.7167 0.6250 0.0383
0.7000 0.5417 0.0383
0.7167 0.5417 0.1217
0.7000 0.6250 0.2883
0.7167 0.6250 0.2050
0.7000 0.5417 0.2050
0.7167 0.5417 0.2883
0.7000 0.6250 0.4550
0.7167 0.6250 0.3717
0.7000 0.5417 0.3717
0.7167 0.5417 0.4550
0.7000 0.6250 0.6217
0.7167 0.6250 0.5383
0.7000 0.5417 0.5383
0.7167 0.5417 0.6217
0.7000 0.6250 0.7883
0.7167 0.6250 0.7050
0.7000 0.5417 0.7050
0.7167 0.5417 0.7883
0.7000 0.6250 0.9550
0.7167 0.6250 0.8717
0.7000 0.5417 0.8717
0.7167 0.5417 0.9550
0.7000 0.7917 0.1217
0.7167 0.7917 0.0383
0.7000 0.7083 0.0383
0.7167 0.7083 0.1217
0.7000 0.7917 0.2883
0.7167 0.7917 0.2050
0.7000 0.7083 0.2050
0.7167 0.7083 0.2883
0.7000 0.7917 0.4550
0.7167 0.7917 0.3717
0.7000 0.7083 0.3717
0.7167 0.7083 0.4550
0.7000 0.7917 0.6217
0.7167 0.7917 0.5383
0.7000 0.7083 0.5383
0.7167 0.7083 0.6217
0.7000 0.7917 0.7883
0.7167 0.7917 0.7050
0.7000 0.7083 0.7050
0.7167 0.7083 0.7883
0.7000 0.7917 0.9550
0.7167 0.7917 0.8717
0.7000 0.7083 0.8717
0.7167 0.7083 0.9550
0.7000 0.9583 0.1217
0.7167 0.9583 0.0383
0.7000 0.8750 0.0383
0.7167 0.8750 0.1217
0.7000 0.9583 0.2883
0.7167 0.9583 0.2050
0.7000 0.8750 0.2050
0.7167 0.8750 0.2883
0.7000 0.9583 0.4550
0.7167 0.9583 0.3717
0.7000 0.8750 0.3717
0.7167 0.8750 0.4550
0.7000 0.9583 0.6217
0.7167 0.9583 0.5383
0.7000 0.8750 0.5383
0.7167 0.8750 0.6217
0.7000 0.9583 0.7883
0.7167 0.9583 0.7050
0.7000 0.8750 0.7050
0.7167 0.8750 0.7883
0.7000 0.9583 0.9550
0.7167 0.9583 0.8717
0.7000 0.8750 0.8717
0.7167 0.8750 0.9550
0.7333 0.1250 0.1217
0.7500 0.1250 0.0383
0.7333 0.0417 0.0383
0.7500 0.0417 0.1217
0.7333 0.1250 0.2883
0.7500 0.1250 0.2050
0.7333 0.0417 0.2050
0.7500 0.0417 0.2883
0.7333 0.1250 0.4550
0.7500 0.1250 0.3717
0.7333 0.0417 0.3717
0.7500 0.0417 0.4550
0.7333 0.1250 0.6217
0.7500 0.1250 0.5383
0.7333 0.0417 0.5383
0.7500 0.0417 0.6217
0.7333 0.1250 0.7883
0.7500 0.1250 0.7050
0.7333 0.0417 0.7050
0.7500 0.0417 0.7883
0.7333 0.1250 0.9550
0.7500 0.1250 0.8717
0.7333 0.0417 0.8717
0.7500 0.0417 0.9550
0.7333 0.2917 0.1217
0.7500 0.2917 0.0383
0.7333 0.2083 0.0383
0.7500 0.2083 0.1217
0.7333 0.2917 0.2883
0.7500 0.2917 0.2050
0.7333 0.2083 0.2050
0.7500 0.2083 0.2883
0.7333 0.2917 0.4550
0.7500 0.2917 0.3717
0.7333 0.2083 0.3717
0.7500 0.2083 0.4550
0.7333 0.2917 0.6217
0.7500 0.2917 0.5383
0.7333 0.2083 0.5383
0.7500 0.2083 0.6217
0.7333 0.2917 0.7883
0.7500 0.2917 0.7050
0.7333 0.2083 0.7050
0.7500 0.2083 0.7883
0.7333 0.2917 0.9550
0.7500 0.2917 0.8717
0.7333 0.2083 0.8717
0.7500 0.2083 0.9550
0.7333 0.4583 0.1217
0.7500 0.4583 0.0383
0.7333 0.3750 0.0383
0.7500 0.3750 0.1217
0.7333 0.4583 0.2883
0.7500 0.4583 0.2050
0.7333 0.3750 0.2050
0.7500 0.3750 0.2883
0.7333 0.4583 0.4550
0.7500 0.4583 0.3717
0.7333 0.3750 0.3717
0.7500 0.3750 0.4550
0.7333 0.4583 0.6217
0.7500 0.4583 0.5383
0.7333 0.3750 0.5383
0.7500 0.3750 0.6217
0.7333 0.4583 0.7883
0.7500 0.4583 0.7050
0.7333 0.3750 0.7050
0.7500 0.3750 0.7883
0.7333 0.4583 0.9550
0.7500 0.4583 0.8717
0.7333 0.3750 0.8717
0.7500 0.3750 0.9550
0.7333 0.6250 0.1217
0.7500 0.6250 0.0383
0.7333 0.5417 0.0383
0.7500 0.5417 0.1217
0.7333 0.6250 0.2883
0.7500 0.6250 0.2050
0.7333 0.5417 0.2050
0.7500 0.5417 0.2883
0.7333 0.6250 0.4550
0.7500 0.6250 0.3717
0.7333 0.5417 0.3717
0.7500 0.5417 0.4550
0.7333 0.6250 0.6217
0.7500 0.6250 0.5383
0.7333 0.5417 0.5383
0.7500 0.5417 0.6217
0.7333 0.6250 0.7883
0.7500 0.6250 0.7050
0.7333 0.5417 0.7050
0.7500 0.5417 0.7883
0.7333 0.6250 0.9550
0.7500 0.6250 0.8717
0.7333 0.5417 0.8717
0.7500 0.5417 0.9550
0.7333 0.7917 0.1217
0.7500 0.7917 0.0383
0.7333 0.7083 0.0383
0.7500 0.7083 0.1217
0.7333 0.7917 0.2883
0.7500 0.7917 0.2050
0.7333 0.7083 0.2050
0.7500 0.7083 0.2883
0.7333 0.7917 0.4550
0.7500 0.7917 0.3717
0.7333 0.7083 0.3717
0.7500 0.7083 0.4550
0.7333 0.7917 0.6217
0.7500 0.7917 0.5383
0.7333 0.7083 0.5383
0.7500 0.7083 0.6217
0.7333 0.7917 0.7883
0.7500 0.7917 0.7050
0.7333 0.7083 0.7050
0.7500 0.7083 0.7883
0.7333 0.7917 0.9550
0.7500 0.7917 0.8717
0.7333 0.7083 0.8717
0.7500 0.7083 0.9550
0.7333 0.9583 0.1217
0.7500 0.9583 0.0383
0.7333 0.8750 0.0383
0.7500 0.8750 0.1217
0.7333 0.9583 0.2883
0.7500 0.9583 0.2050
0.7333 0.8750 0.2050
0.7500 0.8750 0.2883
0.7333 0.9583 0.4550
0.7500 0.9583 0.3717
0.7333 0.8750 0.3717
0.7500 0.8750 0.4550
0.7333 0.9583 0.6217
0.7500 0.9583 0.5383
0.7333 0.8750 0.5383
0.7500 0.8750 0.6217
0.7333 0.9583 0.7883
0.7500 0.9583 0.7050
0.7333 0.8750 0.7050
0.7500 0.8750 0.7883
0.7333 0.9583 0.9550
0.7500 0.9583 0.8717
0.7333 0.8750 0.8717
0.7500 0.8750 0.9550
0.7667 0.1250 0.1217
0.7833 0.1250 0.0383
0.7667 0.0417 0.0383
0.7833 0.0417 0.1217
0.7667 0.1250 0.2883
0.7833 0.1250 0.2050
0.7667 0.0417 0.2050
0.7833 0.0417 0.2883
0.7667 0.1250 0.4550
0.7833 0.1250 0.3717
0.7667 0.0417 0.3717
0.7833 0.0417 0.4550
0.7667 0.1250 0.6217
0.7833 0.1250 0.5383
0.7667 0.0417 0.5383
0.7833 0.0417 0.6217
0.7667 0.1250 0.7883
0.7833 0.1250 0.7050
0.7667 0.0417 0.7050
0.7833 0.0417 0.7883
0.7667 0.1250 0.9550
0.7833 0.1250 0.8717
0.7667 0.0417 0.8717
0.7833 0.0417 0.9550
0.7667 0.2917 0.1217
0.7833 0.2917 0.0383
0.7667 0.2083 0.0383
0.7833 0.2083 0.1217
0.7667 0.2917 0.2883
0.7833 0.2917 0.2050
0.7667 0.2083 0.2050
0.7833 0.2083 0.2883
0.7667 0.2917 0.4550
0.7833 0.2917 0.3717
0.7667 0.2083 0.3717
0.7833 0.2083 0.4550
0.7667 0.2917 0.6217
0.7833 0.2917 0.5383
0.7667 0.2083 0.5383
0.7833 0.2083 0.6217
0.7667 0.2917 0.7883
0.7833 0.2917 0.7050
0.7667 0.2083 0.7050
0.7833 0.2083 0.7883
0.7667 0.2917 0.9550
0.7833 0.2917 0.8717
0.7667 0.2083 0.8717
0.7833 0.2083 0.9550
0.7667 0.4583 0.1217
0.7833 0.4583 0.0383
0.7667 0.3750 0.0383
0.7833 0.3750 0.1217
0.7667 0.4583 0.2883
0.7833 0.4583 0.2050
0.7667 0.3750 0.2050
0.7833 0.3750 0.2883
0.7667 0.4583 0.4550
0.7833 0.4583 0.3717
0.7667 0.3750 0.3717
0.7833 0.3750 0.4550
0.7667 0.4583 0.6217
0.7833 0.4583 0.5383
0.7667 0.3750 0.5383
0.7833 0.3750 0.6217
0.7667 0.4583 0.7883
0.7833 0.4583 0.7050
0.7667 0.3750 0.7050
0.7833 0.3750 0.7883
0.7667 0.4583 0.9550
0.7833 0.4583 0.8717
0.7667 0.3750 0.8717
0.7833 0.3750 0.9550
0.7667 0.6250 0.1217
0.7833 0.6250 0.0383
0.7667 0.5417 0.0383
0.7833 0.5417 0.1217
0.7667 0.6250 0.2883
0.7833 0.6250 0.2050
0.7667 0.5417 0.2050
0.7833 0.5417 0.2883
0.7667 0.6250 0.4550
0.7833 0.6250 0.3717
0.7667 0.5417 0.3717
0.7833 0.5417 0.4550
0.7667 0.6250 0.6217
0.7833 0.6250 0.5383
0.7667 0.5417 0.5383
0.7833 0.5417 0.6217
0.7667 0.6250 0.7883
0.7833 0.6250 0.7050
0.7667 0.5417 0.7050
0.7833 0.5417 0.7883
0.7667 0.6250 0.9550
0.7833 0.6250 0.8717
0.7667 0.5417 0.8717
0.7833 0.5417 0.9550
0.7667 0.7917 0.1217
0.7833 0.7917 0.0383
0.7667 0.7083 0.0383
0.7833 0.7083 0.1217
0.7667 0.7917 0.2883
0.7833 0.7917 0.2050
0.7667 0.7083 0.2050
0.7833 0.7083 0.2883
0.7667 0.7917 0.4550
0.7833 0.7917 0.3717
0.7667 0.7083 0.3717
0.7833 0.7083 0.4550
0.7667 0.7917 0.6217
0.7833 0.7917 0.5383
0.7667 0.7083 0.5383
0.7833 0.7083 0.6217
0.7667 0.7917 0.7883
0.7833 0.7917 0.7050
0.7667 0.7083 0.7050
0.7833 0.7083 0.7883
0.7667 0.7917 0.9550
0.7833 0.7917 0.8717
0.7667 0.7083 0.8717
0.7833 0.7083 0.9550
0.7667 0.9583 0.1217
0.7833 0.9583 0.0383
0.7667 0.8750 0.0383
0.7833 0.8750 0.1217
0.7667 0.9583 0.2883
0.7833 0.9583 0.2050
0.7667 0.8750 0.2050
0.7833 0.8750 0.2883
0.7667 0.9583 0.4550
0.7833 0.9583 0.3717
0.7667 0.8750 0.3717
0.7833 0.8750 0.4550
0.7667 0.9583 0.6217
0.7833 0.9583 0.5383
0.7667 0.8750 0.5383
0.7833 0.8750 0.6217
0.7667 0.9583 0.7883
0.7833 0.9583 0.7050
0.7667 0.8750 0.7050
0.7833 0.8750 0.7883
0.7667 0.9583 0.9550
0.7833 0.9583 0.8717
0.7667 0.8750 0.8717
0.7833 0.8750 0.9550
0.8000 0.1250 0.1217
0.8167 0.1250 0.0383
0.8000 0.0417 0.0383
0.8167 0.0417 0.1217
0.8000 0.1250 0.2883
0.8167 0.1250 0.2050
0.8000 0.0417 0.2050
0.8167 0.0417 0.2883
0.8000 0.1250 0.4550
0.8167 0.1250 0.3717
0.8000 0.0417 0.3717
0.8167 0.0417 0.4550
0.8000 0.1250 0.6217
0.8167 0.1250 0.5383
0.8000 0.0417 0.5383
0.8167 0.0417 0.6217
0.8000 0.1250 0.7883
0.8167 0.1250 0.7050
0.8000 0.0417 0.7050
0.8167 0.0417 0.7883
0.8000 0.1250 0.9550
0.8167 0.1250 0.8717
0.8000 0.0417 0.8717
0.8167 0.0417 0.9550
0.8000 0.2917 0.1217
0.8167 0.2917 0.0383
0.8000 0.2083 0.0383
0.8167 0.2083 0.1217
0.8000 0.2917 0.2883
0.8167 0.2917 0.2050
0.8000 0.2083 0.2050
0.8167 0.2083 0.2883
0.8000 0.2917 0.4550
0.8167 0.2917 0.3717
0.8000 0.2083 0.3717
0.8167 0.2083 0.4550
0.8000 0.2917 0.6217
0.8167 0.2917 0.5383
0.8000 0.2083 0.5383
0.8167 0.2083 0.6217
0.8000 0.2917 0.7883
0.8167 0.2917 0.7050
0.8000 0.2083 0.7050
0.8167 0.2083 0.7883
0.8000 0.2917 0.9550
0.8167 0.2917 0.8717
0.8000 0.2083 0.8717
0.8167 0.2083 0.9550
0.8000 0.4583 0.1217
0.8167 0.4583 0.0383
0.8000 0.3750 0.0383
0.8167 0.3750 0.1217
0.8000 0.4583 0.2883
0.8167 0.4583 0.2050
0.8000 0.3750 0.2050
0.8167 0.3750 0.2883
0.8000 0.4583 0.4550
0.8167 0.4583 0.3717
0.8000 0.3750 0.3717
0.8167 0.3750 0.4550
0.8000 0.4583 0.6217
0.8167 0.4583 0.5383
0.8000 0.3750 0.5383
0.8167 0.3750 0.6217
0.8000 0.4583 0.7883
0.8167 0.4583 0.7050
0.8000 0.3750 0.7050
0.8167 0.3750 0.7883
0.8000 0.4583 0.9550
0.8167 0.4583 0.8717
0.8000 0.3750 0.8717
0.8167 0.3750 0.9550
0.8000 0.6250 0.1217
0.8167 0.6250 0.0383
0.8000 0.5417 0.0383
0.8167 0.5417 0.1217
0.8000 0.6250 0.2883
0.8167 0.6250 0.2050
0.8000 0.5417 0.2050
0.8167 0.5417 0.2883
0.8000 0.6250 0.4550
0.8167 0.6250 0.3717
0.8000 0.5417 0.3717
0.8167 0.5417 0.4550
0.8000 0.6250 0.6217
0.8167 0.6250 0.5383
0.8000 0.5417 0.5383
0.8167 0.5417 0.6217
0.8000 0.6250 0.7883
0.8167 0.6250 0.7050
0.8000 0.5417 0.7050
0.8167 0.5417 0.7883
0.8000 0.6250 0.9550
0.8167 0.6250 0.8717
0.8000 0.5417 0.8717
0.8167 0.5417 0.9550
0.8000 0.7917 0.1217
0.8167 0.7917 0.0383
0.8000 0.7083 0.0383
0.8167 0.7083 0.1217
0.8000 0.7917 0.2883
0.8167 0.7917 0.2050
0.8000 0.7083 0.2050
0.8167 0.7083 0.2883
0.8000 0.7917 0.4550
0.8167 0.7917 0.3717
0.8000 0.7083 0.3717
0.8167 0.7083 0.4550
0.8000 0.7917 0.6217
0.8167 0.7917 0.5383
0.8000 0.7083 0.5383
0.8167 0.7083 0.6217
0.8000 0.7917 0.7883
0.8167 0.7917 0.7050
0.8000 0.7083 0.7050
0.8167 0.7083 0.7883
0.8000 0.7917 0.9550
0.8167 0.7917 0.8717
0.8000 0.7083 0.8717
0.8167 0.7083 0.9550
0.8000 0.9583 0.1217
0.8167 0.9583 0.0383
0.8000 0.8750 0.0383
0.8167 0.8750 0.1217
0.8000 0.9583 0.2883
0.8167 0.9583 0.2050
0.8000 0.8750 0.2050
0.8167 0.8750 0.2883
0.8000 0.9583 0.4550
0.8167 0.9583 0.3717
0.8000 0.8750 0.3717
0.8167 0.8750 0.4550
0.8000 0.9583 0.6217
0.8167 0.9583 0.5383
0.8000 0.8750 0.5383
0.8167 0.8750 0.6217
0.8000 0.9583 0.7883
0.8167 0.9583 0.7050
0.8000 0.8750 0.7050
0.8167 0.8750 0.7883
0.8000 0.9583 0.9550
0.8167 0.9583 0.8717
0.8000 0.8750 0.8717
0.8167 0.8750 0.9550
0.8333 0.1250 0.1217
0.8500 0.1250 0.0383
0.8333 0.0417 0.0383
0.8500 0.0417 0.1217
0.8333 0.1250 0.2883
0.8500 0.1250 0.2050
0.8333 0.0417 0.2050
0.8500 0.0417 0.2883
0.8333 0.1250 0.4550
0.8500 0.1250 0.3717
0.8333 0.0417 0.3717
0.8500 0.0417 0.4550
0.8333 0.1250 0.6217
0.8500 0.1250 0.5383
0.8333 0.0417 0.5383
0.8500 0.0417 0.6217
0.8333 0.1250 0.7883
0.8500 0.1250 0.7050
0.8333 0.0417 0.7050
0.8500 0.0417 0.7883
0.8333 0.1250 0.9550
0.8500 0.1250 0.8717
0.8333 0.0417 0.8717
0.8500 0.0417 0.9550
0.8333 0.2917 0.1217
0.8500 0.2917 0.0383
0.8333 0.2083 0.0383
0.8500 0.2083 0.1217
0.8333 0.2917 0.2883
0.8500 0.2917 0.2050
0.8333 0.2083 0.2050
0.8500 0.2083 0.2883
0.8333 0.2917 0.4550
0.8500 0.2917 0.3717
0.8333 0.2083 0.3717
0.8500 0.2083 0.4550
0.8333 0.2917 0.6217
0.8500 0.2917 0.5383
0.8333 0.2083 0.5383
0.8500 0.2083 0.6217
0.8333 0.2917 0.7883
0.8500 0.2917 0.7050
0.8333 0.2083 0.7050
0.8500 0.2083 0.7883
0.8333 0.2917 0.9550
0.8500 0.2917 0.8717
0.8333 0.2083 0.8717
0.8500 0.2083 0.9550
0.8333 0.4583 0.1217
0.8500 0.4583 0.0383
0.8333 0.3750 0.0383
0.8500 0.3750 0.1217
0.8333 0.4583 0.2883
0.8500 0.4583 0.2050
0.8333 0.3750 0.2050
0.8500 0.3750 0.2883
0.8333 0.4583 0.4550
0.8500 0.4583 0.3717
0.8333 0.3750 0.3717
0.8500 0.3750 0.4550
0.8333 0.4583 0.6217
0.8500 0.4583 0.5383
0.8333 0.3750 0.5383
0.8500 0.3750 0.6217
0.8333 0.4583 0.7883
0.8500 0.4583 0.7050
0.8333 0.3750 0.7050
0.8500 0.3750 0.7883
0.8333 0.4583 0.9550
0.8500 0.4583 0.8717
0.8333 0.3750 0.8717
0.8500 0.3750 0.9550
0.8333 0.6250 0.1217
0.8500 0.6250 0.0383
0.8333 0.5417 0.0383
0.8500 0.5417 0.1217
0.8333 0.6250 0.2883
0.8500 0.6250 0.2050
0.8333 0.5417 0.2050
0.8500 0.5417 0.2883
0.8333 0.6250 0.4550
0.8500 0.6250 0.3717
0.8333 0.5417 0.3717
0.8500 0.5417 0.4550
0.8333 0.6250 0.6217
0.8500 0.6250 0.5383
0.8333 0.5417 0.5383
0.8500 0.5417 0.6217
0.8333 0.6250 0.7883
0.8500 0.6250 0.7050
0.8333 0.5417 0.7050
0.8500 0.5417 0.7883
0.8333 0.6250 0.9550
0.8500 0.6250 0.8717
0.8333 0.5417 0.8717
0.8500 0.5417 0.9550
0.8333 0.7917 0.1217
0.8500 0.7917 0.0383
0.8333 0.7083 0.0383
0.8500 0.7083 0.1217
0.8333 0.7917 0.2883
0.8500 0.7917 0.2050
0.8333 0.7083 0.2050
0.8500 0.7083 0.2883
0.8333 0.7917 0.4550
0.8500 0.7917 0.3717
0.8333 0.7083 0.3717
0.8500 0.7083 0.4550
0.8333 0.7917 0.6217
0.8500 0.7917 0.5383
0.8333 0.7083 0.5383
0.8500 0.7083 0.6217
0.8333 0.7917 0.7883
0.8500 0.7917 0.7050
0.8333 0.7083 0.7050
0.8500 0.7083 0.7883
0.8333 0.7917 0.9550
0.8500 0.7917 0.8717
0.8333 0.7083 0.8717
0.8500 0.7083 0.9550
0.8333 0.9583 0.1217
0.8500 0.9583 0.0383
0.8333 0.8750 0.0383
0.8500 0.8750 0.1217
0.8333 0.9583 0.2883
0.8500 0.9583 0.2050
0.8333 0.8750 0.2050
0.8500 0.8750 0.2883
0.8333 0.9583 0.4550
0.8500 0.9583 0.3717
0.8333 0.8750 0.3717
0.8500 0.8750 0.4550
